hebrew,english,unit,challenge_type,solution_key,source
בהצלחה,good luck,4,assist,a33d7294767a70115190ef53b2a8b91f,duolingo_hebrew_sentences_2.tsv
"בהצלחה, יוסי!","Good luck, Yossi!",4,listenTap,c5396b4e3bfe03a9482c12da8a2f3822,duolingo_hebrew_sentences_2.tsv
בהצלחה.,Good luck.,4,translate,5fe1e98220f9013134cd443bf59b3729,duolingo_hebrew_sentences_2.tsv
בוקר או לילה?,Morning or night?,4,translate,ce3b3ce6544a0d439c90c04d20b4ab0f,duolingo_hebrew_sentences.tsv
"בוקר טוב, אני מדבר עברית!","Good morning, I speak Hebrew!",4,listenTap,7416a432cf05d843659a1cd0c2dee6df,duolingo_hebrew_sentences.tsv
בוקר יפֶה.,A beautiful morning.,4,listenTap,7b15121774f806b32d0344a88a2beb49,duolingo_hebrew_sentences.tsv
"בסדר, תודה!","OK, thank you!",4,translate,4271fbb375fd1b0c87b922cbff91860f,duolingo_hebrew_sentences.tsv
בסדר.,OK.,4,translate,faf757c423895b7ea047405367675c36,duolingo_hebrew_sentences.tsv
ברוך הבא!,Welcome!,4,listenTap,a0e156188f934ca30dbeb7b81088ef2a,duolingo_hebrew_sentences.tsv
ברוכה הבאה.,Welcome.,4,translate,e57c31f678287646b30c3ce8cf0ec4e5,duolingo_hebrew_sentences.tsv
טל לא מדבר אנגלית.,Tal doesn't speak English.,4,listenTap,53d1bb51ac08a42b3e41a26486e02513,duolingo_hebrew_sentences.tsv
"כן, אולי.","Yes, maybe.",4,listenTap,55a8e1c1d14f2fd3ed0c774104ef839c,duolingo_hebrew_sentences.tsv
"כן, בבקשה!","Yes, please!",4,translate,5185b41977334ee35c8777acdabc4a3c,duolingo_hebrew_sentences.tsv
"כן, סליחה.","Yes, sorry.",4,translate,79baab221b52d5e9da9a4fec590cc4c8,duolingo_hebrew_sentences.tsv
"כן, שלום!","Yes, hi!",4,translate,e025b4961d7b5f66f2013460ee2b6ef2,duolingo_hebrew_sentences.tsv
"כן, תודה!","Yes, thank you!",4,translate,15b2923c9534b67c65437e370674764b,duolingo_hebrew_sentences.tsv
לא קוראים לי טל.,My name is not Tal.,4,translate,30485367a1f7f8b42bc23c14eba5274a,duolingo_hebrew_sentences.tsv
לא קוראים לי יוסי.,My name isn't Yossi.,4,translate,f3b7a5410d6fd57da3268f20eee844ec,duolingo_hebrew_sentences.tsv
"לא, תודה.","No, thank you.",4,translate,12d230d478f3f2f02fa26729a88c18da,duolingo_hebrew_sentences.tsv
להתראות!,See you later!,4,translate,121536ddc7506a172b73fea2ae50eb9a,duolingo_hebrew_sentences.tsv
"לילה טוב, להתראות!","Good night, see you later!",4,listenTap,91d60dcc7bd1864046998a3b4127ad9f,duolingo_hebrew_sentences.tsv
מה נשמע?,What's up?,4,translate,fd3697fc52784a6b48a0aec87f01bc9c,duolingo_hebrew_sentences.tsv
מה קורה יוסי?,What's happening Yossi?,4,translate,918a46b014521fa65c039ef149a9f042,duolingo_hebrew_sentences.tsv
מה קורה?,What's happening?,4,translate,cf7f8575840640585266c781b3765255,duolingo_hebrew_sentences.tsv
מה שלומך?,How are you?,4,translate,23e9e6b7dd3b1c6db7fb9e00e1947ae6,duolingo_hebrew_sentences.tsv
מה שלומךְ?,How are you?,4,translate,f00509d9c49970a03cc127ba927ddc28,duolingo_hebrew_sentences.tsv
מה שלומךָ?,How are you?,4,translate,fba22133a5031c62369475cc5bbe6d47,duolingo_hebrew_sentences.tsv
מזל טוב טל.,Congratulations Tal.,4,translate,48d7dd19b85bcaf0abd327cd789822c1,duolingo_hebrew_sentences_2.tsv
סליחה!,Sorry!,4,listenTap,85ca5723e5ec7b8c2db88072e3b80550,duolingo_hebrew_sentences.tsv
"סליחה, אני לא מדבר עברית.","Sorry, I don't speak Hebrew.",4,translate,9b933505c787ff3528cf792926223167,duolingo_hebrew_sentences.tsv
"סליחה, את בסדר?","Excuse me, are you OK?",4,translate,501649322322bb4512c188f21ea1e8f3,duolingo_hebrew_sentences.tsv
עברית,Hebrew,4,assist,f1dfc05d45334109836fafaa0b60a54c,duolingo_hebrew_sentences.tsv
ערב טוב!,Good evening!,4,listenTap,87fb36f582936a64d70bb94dd654b2d3,duolingo_hebrew_sentences.tsv
"ערב טוב, להתראות.","Good evening, see you later.",4,listenTap,378be114da9549bea38f3383eb417ff9,duolingo_hebrew_sentences.tsv
"שלום אבא, מה שלומךָ?","Hi dad, how are you?",4,translate,137b072958907952792b576830dd4bea,duolingo_hebrew_sentences.tsv
"שלום אמא, מה שלומךְ?","Hi mom, how are you?",4,listenTap,a690d5ca26a7543d68f849258b9f6984,duolingo_hebrew_sentences.tsv
"שלום טל, ברוכה הבאה!","Hi Tal, welcome!",4,listenTap,a0dc3253ab587e9cae1ce4347480c6f8,duolingo_hebrew_sentences.tsv
"שלום יוסי, ברוך הבא!","Hi Yossi, welcome!",4,translate,226bb0d5190bee10f853480a301748db,duolingo_hebrew_sentences.tsv
"שלום, להתראות!","Hello, goodbye!",4,translate,77c134420ee903d5fc351a8e31863f41,duolingo_hebrew_sentences.tsv
"שלום, מה נשמע?","Hi, what's up?",4,translate,530d805f3ae1711bfb4c7099033dc53b,duolingo_hebrew_sentences.tsv
"שלום, מה קורה?","Hi, what's happening?",4,translate,01ea76a2f22f8056ad9048147f748ed4,duolingo_hebrew_sentences.tsv
"שלום, מה קורה?","Hi, how are you?",4,translate,434e8ca24d52d88aec4316465a286943,duolingo_hebrew_sentences.tsv
"שלום, מה שלומךְ?","Hi, how are you?",4,translate,1a8fabf1cc81ad8925c7a9fca0d4e00a,duolingo_hebrew_sentences.tsv
"שלום, מה שלומךָ?","Hi, how are you?",4,listenTap,3da86b11e72e49356a5d24856ff19b34,duolingo_hebrew_sentences.tsv
"שלום, קוראים לי טל.","Hi, my name is Tal.",4,translate,b845a8ae795d02eed27ff9a6b9d58536,duolingo_hebrew_sentences.tsv
"שלום, קוראים לי יוסי.","Hi, my name is Yossi.",4,translate,a858d4ad674caeab9de901f4ebbbc36b,duolingo_hebrew_sentences.tsv
שלום.,Hi.,4,translate,5a236cb5cde1746dd3b4603b5d9be336,duolingo_hebrew_sentences.tsv
תהנה!,Enjoy!,4,translate,980d8b348e2f0d1a7f2874beeb0aff1f,duolingo_hebrew_sentences_2.tsv
"תהני, טל!","Enjoy, Tal!",4,listenTap,219e662b0a682f80922e94e3069790d2,duolingo_hebrew_sentences_2.tsv
תודה טל!,Thank you Tal!,4,translate,3a3e909894a6642dfd7d0a857fecc944,duolingo_hebrew_sentences.tsv
"תודה רבה, בתיאבון.","Thank you very much, bon appetit.",4,translate,255fee38f6882c57b0bec6eaab4705e1,duolingo_hebrew_sentences_2.tsv
"תודה רבה, טל.","Thank you very much, Tal.",4,translate,2de28182748446c964137463ae9b932b,duolingo_hebrew_sentences_2.tsv
"תודה, בהצלחה!","Thank you, good luck!",4,translate,d123846d36868dcbb7f14cd31b0b6903,duolingo_hebrew_sentences_2.tsv
"תודה, להתראות.","Thank you, see you later.",4,translate,176bc01e39bac1476c94123729c5088f,duolingo_hebrew_sentences.tsv
"תודה, תהנו.","Thank you, enjoy.",4,translate,d586339129c7c95f0fad4e6eab7c7bfb,duolingo_hebrew_sentences_2.tsv
תודה.,Thank you.,4,translate,ce3063c09c87c62d649cc6285d87014f,duolingo_hebrew_sentences.tsv
"תפוח או תפוז, בבקשה.","An apple or an orange, please.",4,translate,06a95d72175a2fd95bd49cdf908bf626,duolingo_hebrew_sentences.tsv
אנחנו גברים והם ילדים.,We are men and they are children.,5,listenTap,6d884bb5d0a7fc684962fc8590c263d7,duolingo_hebrew_sentences.tsv
"אנחנו גברים, אנחנו נשים, הם גברים, הן נשים.","We are men, we are women, they are men, they are women.",5,listenTap,48a59fefd49d87122912f519e735b056,duolingo_hebrew_sentences.tsv
אנחנו גברים.,We are men.,5,listenTap,c5fdf7db3653c1045846bf7d74d12d79,duolingo_hebrew_sentences.tsv
אנחנו הגברים.,We are the men.,5,translate,7f62726c244dc9ff6e16f50b81e3ce79,duolingo_hebrew_sentences.tsv
אנחנו הילדים.,We are the children.,5,translate,d30b04185452425975d611a1aae5fbc3,duolingo_hebrew_sentences.tsv
אנחנו הנשים.,We are the women.,5,listenTap,8e455ca04b8152076568e6eb1c34321b,duolingo_hebrew_sentences.tsv
אנחנו ילדים.,We are children.,5,translate,3c58e18ff237a179bbf2e5720519b67a,duolingo_hebrew_sentences.tsv
אנחנו נשים והם גברים.,We are women and they are men.,5,translate,fe71c59478e13c9bb809af67d3e1cb4b,duolingo_hebrew_sentences.tsv
אנחנו נשים.,We are women.,5,translate,95311352331512c325ae9bb67bad32d8,duolingo_hebrew_sentences.tsv
"אנחנו רואים, אנחנו רואות.","We see, we see.",5,translate,05d90beee8328e3330ac7faf7cfeec57,duolingo_hebrew_sentences.tsv
"אני אישה, הן נשים.","I am a woman, they are women.",5,listenTap,843d4522edb6e7e656d47546ecd49468,duolingo_hebrew_sentences.tsv
אתם אבא וילדים.,You are a father and boys.,5,translate,e4079b5b886689fff24ebc6a7a699454,duolingo_hebrew_sentences.tsv
אתם ילדים.,You are children.,5,translate,95981d00bd9f481d250849fc171be142,duolingo_hebrew_sentences.tsv
"אתם, היא","You, she",5,translate,23f65ac3dfcbeea72c31ab5190ebcb9d,duolingo_hebrew_sentences.tsv
אתן ואני,You and I,5,translate,7f2609486a262c3d9e3cbc093a6bd1fc,duolingo_hebrew_sentences.tsv
"אתן, לא אני.","You, not I.",5,translate,569041759c66bd7bf76d05e699b12a3c,duolingo_hebrew_sentences.tsv
גברים ונשים.,Men and women.,5,translate,20e5020c63d859e5f5898724301c8d50,duolingo_hebrew_sentences.tsv
"גברים רואים נשים, נשים רואות גברים.","Men see women, women see men.",5,translate,3b9e0d4169d68dea41b4a11fa735a60d,duolingo_hebrew_sentences.tsv
גברים רואים.,Men see.,5,translate,9930bffc17e0cfa62e818b3e3ae120d8,duolingo_hebrew_sentences.tsv
הם גברים.,They are men.,5,listenTap,3f1e420d85cf912758e5bd82151c53c2,duolingo_hebrew_sentences.tsv
הן נשים.,They are women.,5,translate,08db65ab7fff033d58c2fd49b0452907,duolingo_hebrew_sentences.tsv
הנשים והגברים.,The women and the men.,5,translate,6648c7c5edc9250abd86fdbd9f0c7be3,duolingo_hebrew_sentences.tsv
ילדים וגברים.,Children and men.,5,translate,c792dcd8b5e7e57d13c1d2c28ddb7e1b,duolingo_hebrew_sentences.tsv
נשים וגברים.,Women and men.,5,translate,d279c52fc525584e1865445dd1b558c3,duolingo_hebrew_sentences.tsv
נשים וילדים.,Women and children.,5,translate,b164d68b3740ee8298377b20b866c372,duolingo_hebrew_sentences.tsv
"נשים רואות, גברים לא רואים.","Women see, men do not see.",5,translate,b79e2615047d16adc9ec024b97c33da1,duolingo_hebrew_sentences.tsv
"נשים, אתן רואות?","Women, do you see?",5,translate,71916aefb14a9608a520fdabb7d62f55,duolingo_hebrew_sentences.tsv
"אבא, יש לו אורז!","Dad, he has rice!",6,translate,61c57a54e8241a1e3d5c1204e5b64ec8,duolingo_hebrew_sentences.tsv
אין אורז?,There is no rice?,6,translate,6378ead184eadb9df78fa2f91ded7eb7,duolingo_hebrew_sentences.tsv
אין יין.,There is no wine.,6,listenTap,7df31153c15c8396978ba4c2e5793846,duolingo_hebrew_sentences.tsv
אין לה ילדים.,She doesn't have children.,6,translate,654e75d0e270aa36ac7db30be539a1eb,duolingo_hebrew_sentences.tsv
אין לה תפוז.,She does not have an orange.,6,translate,de76f1eb8447642a2194879cb9d963d8,duolingo_hebrew_sentences.tsv
אין להם יין טוב.,They don't have good wine.,6,translate,1509d16fb8d2eea68debb44e2a956ae3,duolingo_hebrew_sentences.tsv
אין להם כלב.,They don't have a dog.,6,translate,be980d642313c4c2f2fc70a91a95d2c5,duolingo_hebrew_sentences.tsv
אין להן.,They do not have.,6,translate,690feada3cf635d075baf548c5ef9b82,duolingo_hebrew_sentences.tsv
אין לו תפוח.,He does not have an apple.,6,translate,84d7cea83af290d9b962e8d7b0cc362a,duolingo_hebrew_sentences.tsv
אין לחם ואין יין.,There is no bread and there is no wine.,6,translate,6184fa0525df287765186bda77d5cd46,duolingo_hebrew_sentences.tsv
אין לי עיתון.,I don't have a newspaper.,6,translate,198cef4be45c66638c3c6d13c08a0136,duolingo_hebrew_sentences.tsv
אין לי תפוח.,I do not have an apple.,6,translate,97819b1f1f3af7d165f55aebffd11a5c,duolingo_hebrew_sentences.tsv
אין לךָ משאית?,Don't you have a truck?,6,translate,c17b4e6ec856e0243eabd68967db7a93,duolingo_hebrew_sentences.tsv
אין לכם חלב?,Don't you have milk?,6,translate,e57aaee63c3d1df96a0cb7a839ff0d42,duolingo_hebrew_sentences.tsv
אין לכן עוגה?,Don't you have a cake?,6,translate,390f873a9f517e662dffc077eb7cdd54,duolingo_hebrew_sentences.tsv
אין מים!,There is no water!,6,translate,a01dfffa9c0729da921592e7f84e02dd,duolingo_hebrew_sentences.tsv
האם יש להן תפוח חמוץ?,Do they have a sour apple?,6,translate,0c53ab088a1ec29bb764fe62a7fe9431,duolingo_hebrew_sentences.tsv
האם ליונה יש מים?,Does the dove have water?,6,translate,b12d7cbdd26ec91b15171ea196bb0789,duolingo_hebrew_sentences.tsv
יש אהבה!,There is love!,6,listenTap,e3d33bbdff3e76376a8699a2cd6724f8,duolingo_hebrew_sentences.tsv
יש חלב?,Is there milk?,6,translate,83c904944db550fa5464c4464c3038d8,duolingo_hebrew_sentences.tsv
יש יין!,There is wine!,6,translate,78bc52f94e489bd3dfd0b62b35b936c3,duolingo_hebrew_sentences.tsv
יש לה אפרסק.,She has a peach.,6,listenTap,5ba22860666fdd051b2f7e7f5b0a68ce,duolingo_hebrew_sentences.tsv
יש להם כלב רע.,They have a bad dog.,6,listenTap,e0750f0e5b3cc355f84d6120ece48068,duolingo_hebrew_sentences.tsv
יש לו חלב ולחם.,He has milk and bread.,6,translate,6b52b7c600f51b57d01beabeafe06e0e,duolingo_hebrew_sentences.tsv
יש לזה אגוז יפֶה.,It has a pretty nut.,6,listenTap,bf3492be089acde718d7ac4a021eed8b,duolingo_hebrew_sentences.tsv
יש לזה דרך?,Does it have a way?,6,translate,e0044d73046c1c05eb54a4bad6b52ec8,duolingo_hebrew_sentences.tsv
יש לזה חלב טעים.,It has tasty milk.,6,translate,a4b89b792e793b8ce69c807dd209c071,duolingo_hebrew_sentences.tsv
יש לי תפוח.,I have an apple.,6,translate,22c6b3760042c67046e3b8629ccc2208,duolingo_hebrew_sentences.tsv
יש לךְ אהבה!,You have love!,6,translate,6dd360b6d390eda9a37ee7138048174c,duolingo_hebrew_sentences.tsv
יש לךְ ילדים?,Do you have children?,6,translate,b97a1028bbb4bf47c0d4b61f70fa0826,duolingo_hebrew_sentences.tsv
יש לךָ ספר.,You have a book.,6,translate,1d9bb5911da6c04839f1f1b6186d53e9,duolingo_hebrew_sentences.tsv
יש לךָ ספר?,Do you have a book?,6,listenTap,db864bb9970e923b4eb2420da0e42283,duolingo_hebrew_sentences.tsv
יש לכם כלב טוב.,You have a good dog.,6,translate,57757bba790ddfd5aade5d5a5fc8a13d,duolingo_hebrew_sentences.tsv
יש לכן כלב.,You have a dog.,6,translate,9421591d124a192514bce0dfd18c669f,duolingo_hebrew_sentences.tsv
יש לנו ילדים.,We have children.,6,translate,2f416498bc49b6c1a70540b6dd7936e5,duolingo_hebrew_sentences.tsv
יש לנו מיץ טעים!,We have tasty juice!,6,translate,bab65d2dbd35637b5e17b2a4f3e28a36,duolingo_hebrew_sentences.tsv
יש לנו עוף.,We have chicken.,6,translate,458e040f3c5a818aa1290ec6abadab1e,duolingo_hebrew_sentences.tsv
יש תפוח ולחם.,There is an apple and bread.,6,translate,127a6de7ea76aa18bbe09be4ff03e9fa,duolingo_hebrew_sentences.tsv
לגברים יש חלב!,The men have milk!,6,listenTap,d5af2070f665262bde0be947365eddcf,duolingo_hebrew_sentences.tsv
לילד יש תפוח.,The boy has an apple.,6,translate,19a6f810702417ebaf5e2b65d68188fa,duolingo_hebrew_sentences.tsv
"לךְ יש חלב, לא?","You have milk, don't you?",6,translate,56ad5b0bb844edc0c281cd4d3a3e6bad,duolingo_hebrew_sentences.tsv
"סליחה, יש לכם ספר?","Excuse me, do you have a book?",6,translate,bb350a53319de4b5b8a23ce33ef84fee,duolingo_hebrew_sentences.tsv
אנחנו טובות.,We are good.,7,translate,85de0d5094701a646712899d05a9b661,duolingo_hebrew_sentences.tsv
"אנחנו טובים, לא רעים!","We are good, not bad!",7,translate,142fc4d0c1746670c404bbda068306f3,duolingo_hebrew_sentences.tsv
אנחנו יפות.,We are pretty.,7,translate,a4963641087ecc929e1d2bd11ed3e40e,duolingo_hebrew_sentences.tsv
אנחנו יפים.,We are pretty.,7,listenTap,bfd429d7741fdd03d63384578d311168,duolingo_hebrew_sentences.tsv
"אנחנו רעות, אנחנו רעים.","We are bad, we are bad.",7,listenTap,c23d9b332f2ecc4c813ef1b60364bcb2,duolingo_hebrew_sentences.tsv
אני אוכל עוגה טובה.,I am eating a good cake.,7,translate,758c3bd73649f4921b24e26c81c1fd8f,duolingo_hebrew_sentences.tsv
אני עצוב והן שמחות.,I am sad and they are happy.,7,translate,9b88f96d0c80f96fd789805d220f26e3,duolingo_hebrew_sentences.tsv
אני קורא ספר עצוב.,I am reading a sad book.,7,listenTap,ab66127c99287556826c4dd612ac5e96,duolingo_hebrew_sentences.tsv
את אישה יפָה.,You are a beautiful woman.,7,translate,46bb312fe021eb9788311ce3a54c859a,duolingo_hebrew_sentences_2.tsv
את שמחה?,Are you happy?,7,translate,9f49c07b2a19b006d0794db44283208d,duolingo_hebrew_sentences.tsv
אתה רואֶה אישה יפָה.,You see a beautiful woman.,7,translate,35b0f951d2bb3a4a336f7755c04e09ca,duolingo_hebrew_sentences.tsv
אתה שמח.,You are happy.,7,listenTap,22d9b32a3c5ff73aa8bc6c74937caae7,duolingo_hebrew_sentences.tsv
אתם לא עצובים?,Aren't you sad?,7,translate,ec65626642e284a64766dded008757ad,duolingo_hebrew_sentences.tsv
אתם שמחים.,You are happy.,7,translate,05f3b945bff751f5cda551942b2752f4,duolingo_hebrew_sentences.tsv
אתן עצובות?,Are you sad?,7,translate,05e9190efe83ae0c3f040e5aa594af32,duolingo_hebrew_sentences.tsv
אתן שמחות או הן שמחות?,Are you happy or are they happy?,7,translate,b8913529c3f9aecf9857231d1979a622,duolingo_hebrew_sentences.tsv
אתן שמחות או עצובות?,Are you happy or sad?,7,translate,7567fa2a73464a5b65bd53fa95ddc002,duolingo_hebrew_sentences.tsv
בוקר טוב או לילה טוב?,Good morning or good night?,7,translate,935cc2ca7f7a4c543cc9ed3f0fd50221,duolingo_hebrew_sentences.tsv
האוכל טעים!,The food is tasty!,7,translate,836d361803d5db5a2e9b9506c1b41597,duolingo_hebrew_sentences.tsv
האישה שמחה.,The woman is happy.,7,translate,9781dc72b74483d9f1a00cdaacb67c49,duolingo_hebrew_sentences.tsv
האם היא עצובה או שמחה?,Is she sad or happy?,7,translate,3b908de16eedbd36c41ed78d4ec1b943,duolingo_hebrew_sentences.tsv
האם הם טעימים?,Are they tasty?,7,listenTap,7e1bdb10bcdaa231ba3089cd9a7e96d3,duolingo_hebrew_sentences.tsv
האם הן טעימות?,Are they tasty?,7,translate,607b97905c087bc74877944009b95f41,duolingo_hebrew_sentences.tsv
האמא טובה!,The mom is good!,7,translate,58080597c0b17efac5c77b819230d6b3,duolingo_hebrew_sentences.tsv
הגברים טובים.,The men are good.,7,listenTap,7aba0eb21fe531082180d9de55a2da2f,duolingo_hebrew_sentences.tsv
הגברים שמחים.,The men are happy.,7,translate,2118f794a9b2a6d2f32aebdacd6918d4,duolingo_hebrew_sentences.tsv
הילד שמח.,The boy is happy.,7,listenTap,88b63173e5b8fbe73cf768c2de7084b3,duolingo_hebrew_sentences.tsv
הילדה עצובה.,The girl is sad.,7,translate,96078de7074254d0a9d4a78f48f59e60,duolingo_hebrew_sentences.tsv
הם גברים יפים.,They are handsome men.,7,listenTap,d9ab380fee5c438ca2d21a267d929ef8,duolingo_hebrew_sentences.tsv
הם טעימים.,They are tasty.,7,translate,a5515e8b2b6644a7de6c0a638a33a592,duolingo_hebrew_sentences.tsv
הם ילדים טובים.,They are good children.,7,listenTap,4abdd948ba795d68c80c335589ceb907,duolingo_hebrew_sentences.tsv
"הם עצובים, הן עצובות.","They are sad, they are sad.",7,listenTap,ec2921b1861b9468b7375c6848e3b1f3,duolingo_hebrew_sentences.tsv
"הם רעים, הן רעות.","They are bad, they are bad.",7,translate,c561b46428e116e3d479dda52ab0a872,duolingo_hebrew_sentences.tsv
הן טעימות.,They are tasty.,7,listenTap,145fc75ddf5c087b0262c83dccb160a6,duolingo_hebrew_sentences.tsv
הן יפות.,They are pretty.,7,listenTap,7281c88eb7810ca9d7d5d81f553bba16,duolingo_hebrew_sentences.tsv
