hebrew,hebrew_alt,english,transliteration,skill,page
מוכרות,,F.P.,mokh'rot,Clothing,14
לרשום,,"Note, Write, List (Qal)",lir'shom,Clothing,14
רושם,,M.S.,roshem,Clothing,14
רושמת,,F.S.,roshemet,Clothing,14
רושמים,,M.P.,rosh'mim,Clothing,14
רושמות,,F.P.,rosh'mot,Clothing,14
לסגור,,"Close; Turn Of (Light, Machine) (Qal)",lis'gor,Clothing,14
סוגר,,M.S.,soger,Clothing,14
סוגרת,,F.S.,sogeret,Clothing,14
סוגרים,,M.P.,sog'rim,Clothing,14
סוגרות,,F.P.,sog'rot,Clothing,14
לפתוח,,"Opens; Turns On (Light, etc) (Qal)",lif'toakh,Clothing,14
פותח,,M.S.,poteakh,Clothing,14
פותחת,,F.S.,potakhat,Clothing,14
פותחים,,M.P.,pot'khim,Clothing,14
פותחות,,F.P.,pot'khot,Clothing,14
לכאוב,,"Ache, Hurt, Feel Pain (Qal)",likh'ov,Clothing,14
כואב,,M.S.,ko'ev,Clothing,14
כואבת,,F.S.,ko'evet,Clothing,14
כואבים,,M.P.,ko'avim,Clothing,14
כואבות,,F.P.,ko'avot,Clothing,14
לחשוב,,Think (Qal),lakh'shov,Clothing,14
חושב,,M.S.,khoshev,Clothing,14
חושבת,,F.S.,khoshevet,Clothing,14
חושבים,,M.P.,khosh'vim,Clothing,14
חושבות,,F.P.,khosh'vot,Clothing,14
לחזור,,"Return, Come Back; Repeat (al) (Qal)",lakhazor,Clothing,14
חוזר,,M.S.,khozer,Clothing,14
חוזרת,,F.S.,khozeret,Clothing,14
חוזרים,,M.P.,khoz'rim,Clothing,14
חוזרות,,F.P.,khoz'rot,Clothing,15
לקרוא,,"Read (תא ,-ב); Call (ל) (Qal)",lik'ro,Clothing,15
קורא,,M.S.,kore,Clothing,15
קוראת,,F.S.,kor'et,Clothing,15
קוראים,,M.P.,kor'im,Clothing,15
קוראות,,F.P.,kor'ot,Clothing,15
לשמור,,"Guard; Keep, Maintain (לע) (Qal)",lish'mor,Clothing,15
שומר,,M.S.,shomer,Clothing,15
שומרת,,F.S.,shomeret,Clothing,15
שומרים,,M.P.,shom'rim,Clothing,15
שומרות,,F.P.,shom'rot,Clothing,15
ללמוד,,"Learn, Study (Qal)",lil'mod,Clothing,15
לומד,,M.S.,lomed,Clothing,15
לומדת,,F.S.,lomedet,Clothing,15
לומדים,,M.P.,lom'dim,Clothing,15
לומדות,,F.P.,lom'dot,Clothing,15
הולך,,"Walk, Go (Qal)",holekh,Clothing,15
הולך,,M.S.,holekh,Clothing,15
הולכת,,F.S.,holekhet,Clothing,15
הולכים,,M.P.,hol'khim,Clothing,15
הולכות,,F.P.,hol'khot,Clothing,15
לכעוס,,Be Angry (At Someone - לע) (Qal),likh'os,Clothing,15
כועס,,M.S.,ko'es,Clothing,15
כועסת,,F.S.,ko'eset,Clothing,15
כועסים,,M.P.,ko'asim,Clothing,15
כועסות,,F.P.,ko'asot,Clothing,15
לכלול,,Include; Generalise (Qal),likh'lol,Clothing,15
כולל,,M.S.,kolel,Clothing,15
כוללת,,F.S.,kolelet,Clothing,15
כוללים,,M.P.,kol'lim,Clothing,15
כוללות,,F.P.,kol'lot,Clothing,15
לזכור,,Remember (Qal),liz'kor,Clothing,15
זוכר,,M.S.,zokher,Clothing,15
זוֹכרת,,F.S.,zokheret,Clothing,15
זוכרים,,M.P.,zokh'rim,Clothing,15
זוכרות,,F.P.,zokh'rot,Clothing,15
לרוץ,,Run (Qal),larutz,Clothing,15
רץ,,M.S.,ratz,Clothing,15
רצה,,F.S.,ratzah,Clothing,15
רצים,,M.P.,ratzim,Clothing,15
רצות,,F.P.,ratzot,Clothing,15
לשיר,,Sing (Qal),lashir,Clothing,15
שר,,M.S.,shar,Clothing,15
שרה,,F.S.,sharah,Clothing,15
שרים,,M.P.,sharim,Clothing,15
שרות,,F.P.,sharot,Clothing,15
לנוח,,"Rest, Relax (Qal)",lanuakh,Clothing,15
נח,,M.S.,nakh,Clothing,15
נחה,,F.S.,nakhah,Clothing,15
נחים,,M.P.,nakhim,Clothing,15
נחוֹת,,F.P.,nakhot,Clothing,15
לעזוב,,"Leave, abandon (Qal)",la'azov,Clothing,15
עוזב,,M.S.,ozev,Clothing,15
עוזבת,,F.S.,ozevet,Clothing,15
עוזבים,,M.P.,oz'vim,Clothing,16
עוזבות,,F.P.,oz'vot,Clothing,16
לשקול,,Weigh; Consider; Ponder (Qal),lish'kol,Clothing,16
שוקל,,M.S.,shokel,Clothing,16
שוקלת,,F.S.,shokelet,Clothing,16
שוקלים,,M.P.,shok'lim,Clothing,16
שוקלות,,F.P.,shok'lot,Clothing,16
לעזור,,"Help, Assist, Aid (Qal)",la'azor,Clothing,16
עוזר,,M.S.,ozer,Clothing,16
עוזרת,,F.S.,ozeret,Clothing,16
עוזרים,,M.P.,oz'rim,Clothing,16
עוזרות,,F.P.,oz'rot,Clothing,16
לשנוא,,"Hate, Abhor (Qal)",lis'no,Clothing,16
שונא,,M.S.,sone,Clothing,16
שונאת,,F.S.,sonet,Clothing,16
שונאים,,M.P.,son'im,Clothing,16
שונאות,,F.P.,son'ot,Clothing,16
חותם,,"Sign, Seal, Finish (Qal)",khotem,Clothing,16
חותם,,M.S.,khotem,Clothing,16
חותמת,,F.S.,khotemet,Clothing,16
חותמים,,M.P.,khot'mim,Clothing,16
חותמות,,F.P.,khot'mot,Clothing,16
רוקד,,Dance (Qal),roked,Clothing,16
רוקד,,M.S.,roked,Clothing,16
רוקדת,,F.S.,rokedet,Clothing,16
רוקדים,,M.P.,rok'dim,Clothing,16
רוקדות,,F.P.,rok'dot,Clothing,16
ליצור,,Create (Qal),litzor,Clothing,16
יוצר,,M.S.,yotzer,Clothing,16
יוצרת,,F.S.,yotzeret,Clothing,16
יוצרים,,M.P.,yotz'rim,Clothing,16
יוצרות,,F.P.,yotz'rot,Clothing,16
לעמוד,,Stand (Qal),la'amod,Clothing,16
עומד,,M.S.,omed,Clothing,16
עומדת,,F.S.,omedet,Clothing,16
עומדים,,M.P.,om'dim,Clothing,16
עומדות,,F.P.,om'dot,Clothing,16
לחתוך,,"Cut, Slash (Qal)",lakh'tokh,Clothing,16
חותך,,M.S.,khotekh,Clothing,16
חותכת,,F.S.,khotekhet,Clothing,16
חותכים,,M.P.,khot'khim,Clothing,16
חותכות,,F.P.,khot'khot,Clothing,16
לשבת,,"Sit, Settle (Qal)",lashevet,Clothing,16
יושב,,M.S.,yoshev,Clothing,16
יושבת,,F.S.,yoshevet,Clothing,16
יושבים,,M.P.,yosh'vim,Clothing,16
יושבות,,F.P.,yosh'vot,Clothing,16
לגדול,,"Grow, Increase (Qal)",lig'dol,Clothing,16
גדל,,M.S.,gadel,Clothing,16
גדלה,,F.S.,g'delah,Clothing,16
גדלים,,M.P.,g'delim,Clothing,16
גדלות,,F.P.,g'delot,Clothing,16
לשכוח,,Forget (Qal),lish'koakh,Clothing,16
שוכח,,M.S.,shokheakh,Clothing,16
שוכחת,,F.S.,shokhakhat,Clothing,17
שוכחים,,M.P.,shokh'khim,Clothing,17
שוכחות,,F.P.,shokh'khot,Clothing,17
לצפות,,"Watch, Observe, Predict (Qal)",litz'pot,Clothing,17
צופה,,M.S.,tzofeh,Clothing,17
צוֹפה,,F.S.,tzofah,Clothing,17
צופים,,M.P.,tzofim,Clothing,17
צופות,,F.P.,tzofot,Clothing,17
לצאת,,"Go Out, Exit (Qal)",latzet,Clothing,17
יוצא,,M.S.,yotze,Clothing,17
יוצאת,,F.S.,yotzet,Clothing,17
יוצאים,,M.P.,yotz'im,Clothing,17
יוצאות,,F.P.,yotz'ot,Clothing,17
לבהות,,Stare (at something) (Qal),liv'hot,Clothing,17
בוהה,,M.S.,boheh,Clothing,17
בוהה,,F.S.,bohah,Clothing,17
בוהים,,M.P.,bohim,Clothing,17
בוהות,,F.P.,bohot,Clothing,17
לשכור,,"Rents, Hires (Qal)",lis'kor,Clothing,17
שוכר,,M.S.,sokher,Clothing,17
שוכרת,,F.S.,sokheret,Clothing,17
שוכרים,,M.P.,sokh'rim,Clothing,17
שוכרות,,F.P.,sokh'rot,Clothing,17
לשלוח,,"Send, Dispatch (Qal)",lish'loakh,Clothing,17
שולח,,M.S.,sholeakh,Clothing,17
שולחת,,F.S.,sholakhat,Clothing,17
שולחים,,M.P.,shol'khim,Clothing,17
שולחות,,F.P.,shol'khot,Clothing,17
לבדוק,,"Check, Examine (Qal)",liv'dok,Clothing,17
בודק,,M.S.,bodek,Clothing,17
בודקת,,F.S.,bodeket,Clothing,17
בודקים,,M.P.,bod'kim,Clothing,17
בודקות,,F.P.,bod'kot,Clothing,17
לשבור,,"Break, Shatter (Qal)",lish'bor,Clothing,17
שובר,,M.S.,shover,Clothing,17
שוברת,,F.S.,shoveret,Clothing,17
שוברים,,M.P.,shov'rim,Clothing,17
שוברות,,F.P.,shov'rot,Clothing,17
לגנוב,,Steal (Qal),lig'nov,Clothing,17
גונב,,M.S.,gonev,Clothing,17
גונבת,,F.S.,gonevet,Clothing,17
גונבים,,M.P.,gon'vim,Clothing,17
גונבות,,F.P.,gon'vot,Clothing,17
להפוך,,"Turns Into (l-), Turns Over (Qal)",lahafokh,Clothing,17
הופך,,M.S.,hofekh,Clothing,17
הופכת,,F.S.,hofekhet,Clothing,17
הופכים,,M.P.,hof'khim,Clothing,17
הופכות,,F.P.,hof'khot,Clothing,17
לברוח,,"Escape, Run Away (Qal)",liv'roakh,Clothing,17
בורח,,M.S.,boreakh,Clothing,17
בורחת,,F.S.,borakhat,Clothing,17
בורחים,,M.P.,bor'khim,Clothing,17
בורחות,,F.P.,bor'khot,Clothing,17
להכיר,,Know; Be Aquainted (תא) (Hifil),l'hakir,Clothing,17
מכיר,,M.S.,makir,Clothing,18
מכירה,,F.S.,makirah,Clothing,18
מכירים,,M.P.,makirim,Clothing,18
מכירות,,F.P.,makirot,Clothing,18
לענות,,"Answer, Reply (Qal)",la'anot,Clothing,18
עונה,,M.S.,oneh,Clothing,18
עונה,,F.S.,onah,Clothing,18
עונים,,M.P.,onim,Clothing,18
עוֹנוֹת,,F.P.,onot,Clothing,18
צבע,צבעים,Colour,tzeva tz'va'im,Colours,18
אדום,,Red (m.s),adom,Colours,18
כתום,,Orange (Colour) (m.s),katom,Colours,18
שחור,,Black (m.s),sh'khor,Colours,18
לבן,,White (m.s),lavan,Colours,18
כחול,,Blue (m.s),kakhol,Colours,18
צהוב,,Yellow (m.s),tzahov,Colours,18
ירוק,,Green (m.s),yarok,Colours,18
אפור,,Grey (m.s),afor,Colours,18
חום,,Brown (m.s),khum,Colours,18
ורוד,,Pink (m.s),varod,Colours,18
צבעוני,,Colourful (m.s),tziv'oni,Colours,18
סגול,,Purple (m.s),sagol,Colours,18
לצבוע,,"To Paint, Colour, Tint (Qal)",litz'boa,Colours,18
צובע,,Paint (m.s - pres.),tzovea,Colours,18
צובעת,,Paint (f.s - pres.),tzova'at,Colours,18
צובעים,,Paint (m.p - pres.),tzov'im,Colours,18
צובעות,,Paint (f.p- pres.),tzov'ot,Colours,18
ב-,,In,b'-,Prepositions 1,18
מ-,,From,mi-,Prepositions 1,18
בשביל,,For,bish'vil,Prepositions 1,18
עם,,With,im,Prepositions 1,18
ליד,,Next/Adjacent To,l'yad,Prepositions 1,18
בתוך,,Inside,b'tokh,Prepositions 1,18
נגד,,Against,neged,Prepositions 1,18
איתי,,With Me,iti,Prepositions 1,18
איתה,,With Her,itah,Prepositions 1,18
איתו,,With Him,ito,Prepositions 1,18
איתנו,,With Us,itanu,Prepositions 1,18
מספר,מספרים,Number,mispar mis'parim,Numbers 1,18
אפס,אפסים,Zero; Nothing,efes afasim,Numbers 1,18
אחד,,One (m),ekhad,Numbers 1,18
שניים,,Two (m),sh'niyim,Numbers 1,18
שלושה,,Three (m),sh'loshah,Numbers 1,18
ארבעה,,Four (m),ar'ba'ah,Numbers 1,19
חמישה,,Five (m),khamishah,Numbers 1,19
שישה,,Six (m),shishah,Numbers 1,19
שבעה,,Seven (m),shiv'ah,Numbers 1,19
שמונה,,Eight (m),sh'monah,Numbers 1,19
תשעה,,Nine (m),tish'ah,Numbers 1,19
עשרה,,Ten (m),asarah,Numbers 1,19
אחד עשר,,Eleven (m),akhad asar,Numbers 1,19
שנים עשר,,Twelve (m),sh'neim asar,Numbers 1,19
שלושה עשר,,Thirteen (m),sh'loshah asar,Numbers 1,19
אחת,,One (f),akhat,Numbers 1,19
שתיים,,Two (f),sh'tayim,Numbers 1,19
שלוש,,Three (f),sh'losh,Numbers 1,19
ארבע,,Four (f),arba,Numbers 1,19
חמש,,Five (f),khamesh,Numbers 1,19
שש,,Six (f),shesh,Numbers 1,19
שבע,,Seven (f),sheva,Numbers 1,19
שמונה,,Eight (f),sh'moneh,Numbers 1,19
תשע,,Nine (f),tesha,Numbers 1,19
עשר,,Ten (f),eser,Numbers 1,19
אחת עשרה,,Eleven (f),akhat esreh,Numbers 1,19
שתים עשרה,,Twelve (f),sh'teim esreh,Numbers 1,19
שלוש עשרה,,Thirteen (f),sh'losh esreh,Numbers 1,19
יותר,,More,yoter,Numbers 1,19
פחות,,Less,pakhot,Numbers 1,19
יותר מדי,,Too Much/Many,yoter midai,Numbers 1,19
הרבה,,"A lot, Many, Much",harbeh,Numbers 1,19
מדי,,"Too, Overly",midei,Numbers 1,19
עשרים,,Twenty,esr'im,Numbers 1,19
לספור,,"To Count, Enumerate (Qal)",lis'por,Numbers 1,19
סופר,,Count (m.s - pres.),sofer,Numbers 1,19
סופרת,,Count (f.s - pres.),soferet,Numbers 1,19
סופרים,,Count (m.p - pres.),sof'rim,Numbers 1,19
סופרות,,Count (f.p- pres.),sof'rot,Numbers 1,19
תשובה,תשובות,"Answer, Reply, Solution",t'shuvah t'shuvot,Questions,19
שאלה,שאלות,"Question, Query; Matter (Colloq.)",sh'elah sh'elot,Questions,19
מה,,What?,mah,Questions,19
איפה,,Where?,eifoh,Questions,19
למה,,Why?,lamah,Questions,19
כמה,,How Much/Many?,kamah,Questions,19
מי,,Who?,mi,Questions,19
מאיפה,,Where From?,me'eifoh,Questions,19
מתי,,When?,matai,Questions,19
איך,,How?,eikh,Questions,19
של מי,,Whose?,shel mi,Questions,19
איזה,,Which? (m),eizeh,Questions,19
איזו,,Which? (f),eizoh,Questions,19
באיזה,,In Which?,b'eizeh,Questions,19
עם מי,,With Who?,im mi,Questions,19
לאן,,Where To?,l'an,Questions,19
למי,,To Who?,l'mi,Questions,20
ממי,,From Who?,mimi,Questions,20
בשביל מה,,What For?,bash'vil mah,Questions,20
את מי,,Whom?,et mi,Questions,20
אילו,,Which? (Pl.),eilu,Questions,20
לשאול,,To Ask; Borrow (Qal),lish'ol,Questions,20
שואל,,M.S - Pres.,sho'el,Questions,20
שואלת,,F.S - Pres.,sho'elet,Questions,20
שואלים,,M.P - Pres.,sho'alim,Questions,20
שואלות,,F.P - Pres.,sho'alot,Questions,20
לענות,,"To Answer, Reply (Qal)",la'anot,Questions,20
עונה,,M.S - Pres.,oneh,Questions,20
עונה,,F.S - Pres.,onah,Questions,20
עונים,,M.P - Pres.,onim,Questions,20
עונות,,F.P - Pres.,onot,Questions,20
הזה,,This (m) (formal),hazeh,Determiners,20
כולם,,Everyone (m),kulam,Determiners,20
שום,,"Any, Some (Neg. Sentence)",shum,Determiners,20
משהו,,"Something, Anything",mashehu,Determiners,20
מישהו,,"Someone, Somebody",mishehu,Determiners,20
הכל,,"Everything, All",hakol,Determiners,20
הזאת,,This (f) (formal),hazot,Determiners,20
כולן,,Everyone (f),kulan,Determiners,20
אחר,,Other (One) (m.s),akher,Determiners,20
ככה,,"So, Thus",kakhah,Determiners,20
האלו,,These,haelu,Determiners,20
כולן,,All Of Them (f.p),kulan,Determiners,20
אף אחד,,"Nobody, Not One",af ekhad,Determiners,20
אלה,,These (Pron),eleh,Determiners,20
כל,,"All, Any, Every",kol,Determiners,20
כזה,,Like This,kazeh,Determiners,20
אלו,,These,elu,Determiners,20
שום דבר,,Nothing,shum davar,Determiners,20
שום דבר מלבד,,Nothing But,shum davar mil'vad,Determiners,20
שניהם,,Both,sh'neihem,Determiners,20
אותו ה-,,The Same,oto b-,Determiners,20
תלמיד,תלמידים,"Student, Pupil",talmid tal'midim,Occupations,20
רופא,רופאים,"Doctor, Physician",rofe rof'im,Occupations,20
סופר,סופרים,Author,sofer sof'rim,Occupations,20
מקצוע,מקצועות,Profession,miktzo'a miktzo'ot,Occupations,20
דוגמן,דוגמנים,Model,dug'man dug'manim,Occupations,20
במאי,במאים,Director,bamai bama'im,Occupations,20
קריירה,קריירות,Career,kar'yerah kar'yerot,Occupations,20
צוות,צוותים,"Crew, Team, Staff",tzevet tz'vatim,Occupations,20
אמן,אומנים,Artist,oman omanim,Occupations,20
מזכיר,מזכירים,Secretary,mazkir maz'kirim,Occupations,20
צייר,ציירים,"Painter, Drawer, Artist",tzayar tzayarim,Occupations,21
שופט,שופטים,"Judge, Referee",shofet shof'tim,Occupations,21
עורך דין,עורכי דין,Lawyer,orekh din or'khey din,Occupations,21
פועל,פועלים,Worker,po'el po'alim,Occupations,21
שוטר,שוטרים,Policeman,shoter shot'rim,Occupations,21
קצין,קצינים,Officer,katzin k'tzinim,Occupations,21
עיתונאי,עיתונאים,Journalist,itonai itona'im,Occupations,21
חייל,חיילים,Soldier,khayal khayalim,Occupations,21
קברניט,קברניטים,Captain,kabarnit kabar'nitim,Occupations,21
בוס,בוסים,Boss,bos bosim,Occupations,21
שומר,שומרים,Guard,shumar shom'rim,Occupations,21
שחקן,שחקנים,"Actor, Player",sakh'kan sakh'kanim,Occupations,21
נהג,נהגים,Driver,nehag nehagim,Occupations,21
טבח,טבחים,Cook,tabakh tabakhim,Occupations,21
מלצר,מלצרים,Waiter,mel'tzar mel'tzarim,Occupations,21
מהנדס,מהנדסים,Engineer,m'handes m'han'd'sim,Occupations,21
אדריכל,אדריכלים,Architect,ad'rikhal ad'rikhalim,Occupations,21
חקלאי,חקלאים,Farmer,khakla'i khak'la'im,Occupations,21
עבודה,עבודות,"Work, Job",avodah avodot,Occupations,21
משטרה,משטרות,Police,mish'tarah mish'tarot,Occupations,21
התמחות,התמחויות,"Internship, Apprenticeship",hit'makhut hit'makhuyot,Occupations,21
כבר,,Already,k'var,Conjunctions,21
למרות,,"Despite, Even Though, Although",lam'rot,Conjunctions,21
אם,,If,im,Conjunctions,21
ש-,,That,sh-,Conjunctions,21
אבל,,But,aval,Conjunctions,21
כי,,Because,ki,Conjunctions,21
בגלל-,,Because Of,biglal,Conjunctions,21
עדיין,,Still,adayin,Conjunctions,21
גם,,Also,gam,Conjunctions,21
לכן,,So/Therefore,lakhen,Conjunctions,21
אף על פי ש-,,Even Though,af al pi sh-,Conjunctions,21
רק,,Only,rak,Conjunctions,21
חוץ מ-,,"Except For, But (Sometimes)",khutz m-,Conjunctions,21
בזמן ש-,,While,biz'man sh-,Conjunctions,21
מתי ש-,,When,matai sh-,Conjunctions,21
אז,,So/Then,az,Conjunctions,21
לאן ש-,,Where,le'an sh',Conjunctions,21
איפה ש-,,Where,eifo sh-,Conjunctions,21
מי ש-,,Who,mi sh-,Conjunctions,21
לכן,,"So, That's Why",lakhen,Conjunctions,21
מה ש-,,What,mah sh-,Conjunctions,21
כש-,,When,k'she-,Conjunctions,21
אלא אם כן,,Unless,eilah im ken,Conjunctions,21
אחרי ש-,,After (That),akharei sh-,Conjunctions,21
אך,,"But, However, Nevertheless",akh,Conjunctions,21
לפני ש-,,Before (That),lif'nei sh-,Conjunctions,21
אלא,,"But/Rather, Only, However",ela,Conjunctions,21
אף,,"Also, Even",af,Conjunctions,21
אפילו,,Even,afilu,Conjunctions,21
בחוץ,,Outside,bakhutz,Prepositions 2,22
בפנים,,Inside,bifnim,Prepositions 2,22
מול,,"Across, Against (Prep)",mul,Prepositions 2,22
בין,,Between (Prep),bein,Prepositions 2,22
אל,,"To(wards), Into (Prep)",el,Prepositions 2,22
על,,"On, Upon (Prep)",al,Prepositions 2,22
לפני,,Before (Prep),lifnei,Prepositions 2,22
אחרי,,After (Prep),akharei,Prepositions 2,22
אצל,,"At, In the Possession Of (Prep)",etzel,Prepositions 2,22
מאחורי,,Behind (Prep),me'akhorei,Prepositions 2,22
מתחת,,"Below, Underneath (Prep)",mitakhat,Prepositions 2,22
מעל,,Above (Prep),me'al,Prepositions 2,22
אך ורק,,Only (Stressed; Emphatic),akh v'rak,Prepositions 2,22
בלי,,Without (Conj),b'li,Prepositions 2,22
להימצא,,To Be Found; Present (Nifal),l'himatze,Prepositions 2,22
נמצא,,M.S - Pres.,nim'tza,Prepositions 2,22
נמצאת,,F.S - Pres.,nim'tzet,Prepositions 2,22
נמצאים,,M.P - Pres.,nim'tza'im,Prepositions 2,22
נמצאות,,F.P - Pres.,nim'tza'ot,Prepositions 2,22
לבקש,,"To Ask For, Request, Seek (Piel)",l'vakesh,Possessives 2,22
מבקש,,"I, You, He, It (m.s - pres.)",m'vakesh,Possessives 2,22
מבקשת,,"I, You, She, It (f.s - pres.)",m'vakeshet,Possessives 2,22
מבקשים,,"We, You, They (m.p - pres.)",m'vak'shim,Possessives 2,22
מבקשות,,"We, You, They (f.p- pres.)",m'vak'shot,Possessives 2,22
לשלם,,To Pay (Piel),l'shalem,Possessives 2,22
משלם,,"I, You, He, It (m.s - pres.)",m'shalem,Possessives 2,22
משלמת,,"I, You, She, It (f.s - pres.)",m'shalemet,Possessives 2,22
משלמים,,"We, You, They (m.p - pres.)",m'shal'mim,Possessives 2,22
משלמות,,"We, You, They (f.p- pres.)",m'shal'mot,Possessives 2,23
לפספס,,To Miss (Not Emotion) (Piel),l'fas'fes,Possessives 2,23
מפספס,,"I, You, He, It (m.s - pres.)",m'pas'fes,Possessives 2,23
מפספסת,,"I, You, She, It (f.s - pres.)",m'fas'feset,Possessives 2,23
מפספסים,,"We, You, They (m.p - pres.)",m'fas'f'sim,Possessives 2,23
מפספסות,,"We, You, They (f.p- pres.)",m'fas'f'sot,Possessives 2,23
לשחק,,"To Play (Game), Act (Piel)",l'sakhek,Possessives 2,23
משחק,,"I, You, He, It (m.s - pres.)",m'sakhek,Possessives 2,23
משחקת,,"I, You, She, It (f.s - pres.)",m'sakheket,Possessives 2,23
משחקים,,"We, You, They (m.p - pres.)",m'sakhakim,Possessives 2,23
משחקות,,"We, You, They (f.p- pres.)",m'sakhakot,Possessives 2,23
לספר,,"To Tell (Story), Relate (Piel)",l'saper,Possessives 2,23
מספר,,"I, You, He, It (m.s - pres.)",m'saper,Possessives 2,23
מספרת,,"I, You, She, It (f.s - pres.)",m'saperet,Possessives 2,23
מספרים,,"We, You, They (m.p - pres.)",m'sap'rim,Possessives 2,23
מספרות,,"We, You, They (f.p- pres.)",m'sap'rot,Possessives 2,23
לעצב,,"To Design, Form, Shape (Piel)",l'atzev,Possessives 2,23
מעצב,,"I, You, He, It (m.s - pres.)",m'atzev,Possessives 2,23
מעצבת,,"I, You, She, It (f.s - pres.)",m'atzevet,Possessives 2,23
מעצבים,,"We, You, They (m.p - pres.)",m'atz'vim,Possessives 2,23
מעצבות,,"We, You, They (f.p- pres.)",m'atz'vot,Possessives 2,23
לשנות,,To Change (Something) (Piel),l'shanot,Possessives 2,23
משנה,,"I, You, He, It (m.s - pres.)",m'shaneh,Possessives 2,23
משנה,,"I, You, She, It (f.s - pres.)",m'shanah,Possessives 2,23
משנים,,"We, You, They (m.p - pres.)",m'shanim,Possessives 2,23
משנות,,"We, You, They (f.p- pres.)",m'shanot,Possessives 2,23
לנסות,,"To Try, Attempt, Test (Piel)",l'nasot,Possessives 2,23
מנסה,,"I, You, He, It (m.s - pres.)",m'naseh,Possessives 2,23
מנסה,,"I, You, She, It (f.s - pres.)",m'nasah,Possessives 2,23
מנסים,,"We, You, They (m.p - pres.)",m'nasim,Possessives 2,23
מנסות,,"We, You, They (f.p- pres.)",m'nasot,Possessives 2,23
לקוות,,To Hope (Piel),l'kavot,Possessives 2,23
מקווה,,"I, You, He, It (m.s - pres.)",m'kaveh,Possessives 2,23
